User ID, Created,Age range,Gender, Device type, Region, Respondent ID,Q(1) What does money mean to you?,Q(1) Sentiment [Question: What does money mean to you?],Q(2) What makes managing your money easier?,Q(2) Sentiment [Question: What makes managing your money easier?],Q(3) What tricks help you make your money last?,Q(3) Sentiment [Question: What tricks help you make your money last?]
MJkGZRmAZ7bx,2025-03-12T03:07:53+00:00,25,Female,iOS,US,MJkGZRmAZ7bx,Freedom,0.30,Having a plan for each time I get paid; percentage splits etc,0.00,Don’t spend impulsly; think before buying,-0.60
rYkvw1ooEnmx,2025-03-12T03:11:08+00:00,22,Male,Android,US,rYkvw1ooEnmx,Everything,0.40,Apps,0.20,Staying home,0.00
Ka76NGm0Q7L1,2025-03-12T03:11:10+00:00,23,Female,iOS,US,Ka76NGm0Q7L1,Security,0.30,Spreadsheets and budgets,0.00,Haven’t developed any long standing ones yet,-0.30
XOlEjPrg37gp,2025-03-12T03:11:20+00:00,20,Female,iOS,US,XOlEjPrg37gp,Fame; food; rich,0.60,Saving it without spending,0.90,spend less,-0.10
WKn02w8p47vA,2025-03-12T03:11:19+00:00,27,Female,iOS,US,WKn02w8p47vA,Ill die with out it,-0.30,Starving,-0.70,Starving,-0.70
qwneobvvg75r,2025-03-12T03:11:21+00:00,27,Male,Android,US,qwneobvvg75r,A means to survive,0.00,Organizing applications,0.10,Coupons and investments,0.10
2OkaG6Rrplam,2025-03-12T03:11:21+00:00,22,Male,iOS,US,2OkaG6Rrplam,It’s a tool to shape your life,0.50,Apps,0.20,Thrifting,0.40
aXk4dMBXgkJW,2025-03-12T03:11:38+00:00,25,Female,iOS,US,aXk4dMBXgkJW,Success,0.80,Budget,0.00,More budgets,0.10
3gkxgVBm37Wq,2025-03-12T03:11:48+00:00,21,Female,iOS,US,3gkxgVBm37Wq,Privilege,0.60,banks,-0.10,making more,0.80
rYkvwAZAonmx,2025-03-12T03:11:55+00:00,27,Female,iOS,US,rYkvwAZAonmx,Freedom and security,0.50,Apps and notes,0.00,Not spending it!,-0.60
JGnJ1vXVrkbx,2025-03-12T03:11:57+00:00,22,Male,Android,US,JGnJ1vXVrkbx,A token exchangable for things in life; mostly material but also services.,0.10,Spreadsheets; breakdown sheets.,0.00,Stop counting it; keep my mind busy with other things.,-0.70
XOlEj5XXJ7gp,2025-03-12T03:11:57+00:00,26,Male,Android,US,XOlEj5XXJ7gp,It means buying,0.00,Apps,0.20,Pay in 4,0.00
3gkxg3Zb27Wq,2025-03-12T03:11:59+00:00,22,Female,Android,US,3gkxg3Zb27Wq,Being able to buy food and clothes,0.60,Telling myself to buy things I need,-0.30,Buy the cheaper items,-0.10
PLlXYReKd7pv,2025-03-12T03:12:12+00:00,27,Male,Android,US,PLlXYReKd7pv,A lot.,0.40,Spending less on fancy goods,0.10,Having multiple places to store it,0.60
aOkQRP2O3n4y,2025-03-12T03:12:24+00:00,26,Female,iOS,US,aOkQRP2O3n4y,Expensive,-0.80,Bank app,0.40,To set a budget,0.00
PLlXYyWqj7pv,2025-03-12T03:12:31+00:00,25,Female,iOS,US,PLlXYyWqj7pv,Money means freedom.,0.40,Budgeting and saving,0.60,Keep reminding myself I have no money so I don’t spend any.,-0.50
Ka76NRxjx7L1,2025-03-12T03:12:51+00:00,24,Male,Android,US,Ka76NRxjx7L1,Luxury things,0.80,My wallet,-0.10,Hide it,-0.20
Zz7brXg9p7gY,2025-03-12T03:13:12+00:00,21,Male,Android,US,Zz7brXg9p7gY,Means to an end,-0.50,Good online tools like spreadsheets.,0.70,Deals on food,0.30
wNko4PK6NnBL,2025-03-12T03:13:25+00:00,22,Male,iOS,US,wNko4PK6NnBL,happiness,0.90,saving it,0.20,saving,0.60
gK7y66Bzpkae,2025-03-12T03:13:26+00:00,20,Male,iOS,US,gK7y66Bzpkae,Good,0.80,Good,0.80,Good,0.80
3gkxNOOM2lWq,2025-03-12T03:13:28+00:00,26,Male,iOS,US,3gkxNOOM2lWq,None,-0.40,Yes,0.60,Yes,0.60
aJnWmovAA7Db,2025-03-12T03:13:28+00:00,24,Male,iOS,US,aJnWmovAA7Db,It’s good,0.80,Apps,0.20,Apps,0.20
gK7y6BWQGkae,2025-03-12T03:13:34+00:00,19,Female,Android,US,gK7y6BWQGkae,It means I can buy stuff,0.40,I don't know,-0.20,I don't know,-0.20
rYkvw3WKdnmx,2025-03-12T03:13:43+00:00,24,Female,iOS,US,rYkvw3WKdnmx,Independence,0.30,Financial advisor,0.10,Investing,0.10
Zz7br9Edj7gY,2025-03-12T03:13:42+00:00,23,Male,iOS,US,Zz7br9Edj7gY,It means a way to buy the work of others,0.20,But budgeting and setting goals for spending,0.00,By being more conscious of not buying unnecessary things,0.70
WKn02X6L67vA,2025-03-12T03:13:43+00:00,21,Female,iOS,US,WKn02X6L67vA,It means a way to live,0.30,Not spending it,-0.70,Saving,0.60
rYkvwAmmAnmx,2025-03-12T03:13:48+00:00,22,Female,iOS,US,rYkvwAmmAnmx,i’m not sure,-0.10,i’m not sure,-0.10,im not sure,-0.20
XQnwY3M5M7P2,2025-03-12T03:13:57+00:00,26,Male,iOS,US,XQnwY3M5M7P2,I’m not sure.,-0.10,I don’t know.,-0.20,I’m not sure.,-0.10
rYkvwJaWEnmx,2025-03-12T03:13:57+00:00,26,Male,iOS,US,rYkvwJaWEnmx,Basic human needs,-0.30,Budgeting,0.00,Saving and minimizing expenses,0.80
WJkgBm1Q17Pd,2025-03-12T03:13:57+00:00,27,Female,iOS,US,WJkgBm1Q17Pd,Getting what I want,0.60,Never thought of it,0.40,Not spending,-0.70
6KnNVQOYKnW2,2025-03-12T03:13:58+00:00,25,Female,iOS,US,6KnNVQOYKnW2,It is a means of survival,0.00,A budget helps incredibly,0.90,Looking for sales,0.00
eLnBqqXZrko8,2025-03-12T03:13:59+00:00,27,Male,Android,US,eLnBqqXZrko8,Surviv,0.30,More money,0.00,Being too tired to spend,-0.80
4N7MPD0zWljE,2025-03-12T03:13:59+00:00,21,Male,Android,US,4N7MPD0zWljE,It means a pathway to greatness or the route to evil.,0.30,Restricting my spendings,-0.70,Forcing myself to be stingy,-0.70
wNko4aODMnBL,2025-03-12T03:14:01+00:00,18,Female,iOS,US,wNko4aODMnBL,Money runs the world and everything we do,0.00,Apps and budgeting,0.00,Budgeting and making it difficult to spend money,-0.80
0xk2Wdg9YnAw,2025-03-12T03:14:06+00:00,27,Male,iOS,US,0xk2Wdg9YnAw,Its a need,0.30,Budgeting,0.00,No drinking alcohol,-0.60
Xgl5o9RzGk8Q,2025-03-12T03:14:09+00:00,20,Male,Android,US,Xgl5o9RzGk8Q,It is simply a means to get by in the world. Nothing more; nothing less,0.00,Recognizing that it takes time to earn it; and being practical about what I need,0.10,Managing a budget and not going out to eat all the time,0.30
J0nmrXx0plWr,2025-03-12T03:14:12+00:00,27,Female,iOS,US,J0nmrXx0plWr,To buy stuff,0.00,Dnt really have to manage my money,-0.50,Add to savings every month & dnt touch it,-0.20
4N7MPNv5gljE,2025-03-12T03:14:14+00:00,18,Male,Android,US,4N7MPNv5gljE,Alot,0.20,Barely using it,-0.80,Forget about the money,-0.70
JGnJ1VAaykbx,2025-03-12T03:14:16+00:00,27,Male,iOS,US,JGnJ1VAaykbx,It means I can get whatever I want and not have to worry about anything. It leads to happiness.,0.90,Regular budgeting and not overspending is the best way to manage your money,0.00,Only buying what you’d really Need and only buying Expensive items occasionally,0.30
p0lOarqWXk8N,2025-03-12T03:14:20+00:00,24,Male,iOS,US,p0lOarqWXk8N,It is a way to purchase things i need,0.70,Keeping track of expenses,0.50,Waiting atleast a day before buying something i want,-0.60
WJkgB9YxQ7Pd,2025-03-12T03:14:22+00:00,21,Male,Android,US,WJkgB9YxQ7Pd,Good,0.80,Yes,0.60,Yes,0.60
Ka76NEXW97L1,2025-03-12T03:14:29+00:00,23,Male,iOS,US,Ka76NEXW97L1,The substance that is used to make our world go round,0.10,Definitely writing out your expenses,0.80,Setting aside a limit,-0.10
Bp7PDjyPX72x,2025-03-12T03:14:30+00:00,25,Female,iOS,US,Bp7PDjyPX72x,Money means security - having money means I can be safe and healthy and be prepared for emergencies.,0.60,Having people around me who understand finance and can explain concepts to me; friends who are good with money so I’m not tempted by them to spend above my means,-0.50,DON’T EAT OUT.,-0.60
Zz7broNRr7gY,2025-03-12T03:14:35+00:00,26,Male,iOS,US,Zz7broNRr7gY,not sure,-0.20,not sure,-0.20,not sure,-0.20
PYl83zaqrnW1,2025-03-12T03:14:37+00:00,26,Female,iOS,US,PYl83zaqrnW1,It means that I can buy stuff,0.30,A budget book,0.00,Budgeting,0.00
aXk4ONdym7JW,2025-03-12T03:14:40+00:00,21,Male,Android,US,aXk4ONdym7JW,Hard to get; good to have,-0.10,Appa,0.30,Avoid Impulse Buying,-0.60
RE7LZxoZDn0v,2025-03-12T03:14:43+00:00,27,Male,Android,US,RE7LZxoZDn0v,Stability and accessibility,0.70,Thinking twice before I invest or spend,-0.40,I sleep on big decisions and decide the next day,0.20
aOkQRx2V3n4y,2025-03-12T03:15:14+00:00,22,Male,iOS,US,aOkQRx2V3n4y,Wealth,0.50,Not spending it on dumb stuff,-0.40,Keeping track of of it coming in and out,0.50
PYl8NNQjBkW1,2025-03-12T03:15:34+00:00,21,Male,iOS,US,PYl8NNQjBkW1,Idk,0.30,Idk,0.30,Idk,0.30
4N7MP3AxQljE,2025-03-12T03:15:46+00:00,21,Male,Android,US,4N7MP3AxQljE,Bartering but standardized,0.00,Lots of lists,0.70,What? Not spending it,-0.40
RE7LZwZYpn0v,2025-03-12T03:16:14+00:00,20,Female,iOS,US,RE7LZwZYpn0v,it means a lot because that is how i define my success and my future,0.70,having self control over spending,0.10,allowing myself to buy certain treats once every couple weeks,0.50
RE7LZbqqJn0v,2025-03-12T03:16:17+00:00,23,Female,Android,US,RE7LZbqqJn0v,A means to survive.,0.00,Keeping track of finances.,0.30,Try to not spend money unless needed.,-0.50
3gkxg9Wxp7Wq,2025-03-12T03:16:19+00:00,20,Female,Android,US,3gkxg9Wxp7Wq,Money means safety and security.,0.40,Visualizing how my future self will appreciate that I saved my money.,0.10,Planning my purchases in advance.,0.10
WJkgBm1NY7Pd,2025-03-12T03:16:27+00:00,23,Female,iOS,US,WJkgBm1NY7Pd,A podcaster I listen to says “Money means options” but it feels like I’m on the side of money limiting my choices vrs money giving me options.,-0.50,Auto alocation and multiple bank accounts! And spreadsheets. And comfort podcasts.,0.40,Not adding your credit card to Apple Pay and leaving your wallet (not ID) at home when possible,-0.70
wNkoZpe0W7BL,2025-03-12T03:16:59+00:00,21,Female,iOS,US,wNkoZpe0W7BL,A source of sastainabulity,0.00,Budgeting,0.00,Budgeting,0.00
XQnwYvPRy7P2,2025-03-12T03:17:31+00:00,21,Male,iOS,US,XQnwYvPRy7P2,A means to provide,0.00,A savings goal,0.70,Limit food and entertainment,-0.20
apkDdb5P8k3E,2025-03-12T03:17:56+00:00,23,Male,Android,US,apkDdb5P8k3E,Money means the ability to provide the essentials you need and the occasional want without worry of not being able to support yourself. It's a promise that in the moment you're taken care of,0.60,Having a savings account is a great way for me to keep money without spending it; and investing a small percentage in dividend paying stocks helps ensure I always have passive income when the worst comes to worst,0.80,I always set aside 50 percent of my paychecks for my bills and my individual needs; and I use 20 percent of my money towards dividend paying stocks and I keep 30 percent for daily things I would like to indulge in,0.40
WKn02P9ZR7vA,2025-03-12T03:17:59+00:00,26,Female,iOS,US,WKn02P9ZR7vA,Nothing,-0.60,My apps,0.10,Penny pinching,-0.40
Bp7PDX3Ap72x,2025-03-12T03:18:11+00:00,26,Female,Android,US,Bp7PDX3Ap72x,Security,0.30,Low fees and low costs,0.80,When corporations don't price gouge their products,-0.70
41nq0pmEvkXq,2025-03-12T03:18:31+00:00,24,Female,Android,US,41nq0pmEvkXq,Idk,0.30,Saving,0.60,Idk,0.30
Zz7brZjxM7gY,2025-03-12T03:18:48+00:00,27,Male,iOS,US,Zz7brZjxM7gY,Paying bills and getting what I need or want,0.30,Saving whatever I get on my savings account,0.70,Use less of it unless you need to use it,-0.70
JGnJ1YvGjkbx,2025-03-12T03:18:50+00:00,26,Male,iOS,US,JGnJ1YvGjkbx,Money means sercurity; freedom; and the ability to enjoy life without constant worry.,0.80,Budgeting apps and automatic payments make managing my money easier by keeping everything organized and on track.,0.90,I stick to a budget; prioritize essentials; and look for deals or discounts before making purchases.,-0.10
MJkGKBdodkbx,2025-03-12T03:19:06+00:00,26,Male,iOS,US,MJkGKBdodkbx,Everything you need for almost anything now and days,0.90,It’s hard when bills come up,-0.80,Pinching,-0.60
WKn0XGN2jnvA,2025-03-12T03:19:22+00:00,25,Male,iOS,US,WKn0XGN2jnvA,Doesn’t mean anything to me,-0.70,Nothing,-0.60,Making sure I have enough to cover for me,0.40
rYkvwDOMAnmx,2025-03-12T03:19:36+00:00,19,Male,iOS,US,rYkvwDOMAnmx,Money means a ways of paying for the things I need and the things I desire. Having a surplus of money would mean freedom,0.10,I would say anything automated makes it much easier. Also online vs on paper I prefer online.,0.30,Basically just think twice before spending; like do I really need that burrito? Probably not,-0.50
4N7MPgLLKljE,2025-03-12T03:20:01+00:00,27,Male,Android,US,4N7MPgLLKljE,It means access.,0.00,Not wanting things.,-0.80,Not wanting things.,-0.80
MjnZPjjoR7wP,2025-03-12T03:20:06+00:00,27,Male,Android,US,MjnZPjjoR7wP,To buy,0.10,Saving more,0.80,Doing side hustles,0.10
wNko4QmeNnBL,2025-03-12T03:20:06+00:00,19,Female,iOS,US,wNko4QmeNnBL,Money = the ability to live in America,0.00,Setting aside money for all the bills that need to be paid and rent. Then what’s leftover you can spend on yourself,-0.20,I forget it exists ,-0.40
MjnZPr6Aq7wP,2025-03-12T03:20:20+00:00,26,Female,Android,US,MjnZPr6Aq7wP,Stability and survival,0.40,Being able to see how much I have,0.50,Not spending it and paying bills in time to avoid fees,-0.10
P2nY2paWPl90,2025-03-12T03:23:27+00:00,19,Male,iOS,US,P2nY2paWPl90,Paying the bills; you need it in this world; but I don’t care too much about it,-0.40,Tracking my earnings and spending,0.00,Wait a week before buying something I want and usually I don’t care for it anymore,-0.80
1GnjBBJd2nDA,2025-03-12T03:23:27+00:00,27,Female,iOS,US,1GnjBBJd2nDA,Having a way to buy something,0.30,Savings and not buying a lot of stuff,0.50,Savings,0.80
v6n3xb2dLl3Z,2025-03-12T03:24:28+00:00,26,Male,Android,US,v6n3xb2dLl3Z,livelihood and survival,0.10,not spending as much,-0.40,not eating,-0.80
0xk2WzmoynAw,2025-03-12T03:24:38+00:00,24,Female,iOS,US,0xk2WzmoynAw,Honestly i think money doesn’t mean much to me. It’s just a value.,-0.10,I’m not sure,-0.10,I’m not sure,-0.10
aOkQbeMaAn4y,2025-03-12T03:25:00+00:00,25,Male,iOS,US,aOkQbeMaAn4y,Value and a test of responsibility,0.50,Learning the hard way of when to spend,0.30,Experience and learning from mistakes,0.30
RE7LzNEN3n0v,2025-03-12T03:25:14+00:00,24,Male,iOS,US,RE7LzNEN3n0v,Something I can use to spend on an item I want or need,0.50,By being patient about my choices on how to use my money,0.00,Being patient and waiting for the best deals available,0.90
P2nY29ob0l90,2025-03-12T03:25:25+00:00,26,Male,Android,US,P2nY29ob0l90,A necessity to function in society,0.20,Having a clear idea on what it needs to spent on,0.70,Always look for a way to save,0.80
0xk2d38wYlAw,2025-03-12T03:25:35+00:00,24,Female,iOS,US,0xk2d38wYlAw,a means to an end to get what I need,0.30,making enough money that I don’t starve,0.30,buying pizza for two meals for the price of one,0.40
4N7MJxBjxkjE,2025-03-12T03:26:11+00:00,26,Female,Android,US,4N7MJxBjxkjE,Dollars,0.00,Receipts,0.00,Penny pinching,-0.40
MJkGZKo4m7bx,2025-03-12T03:26:26+00:00,25,Female,Android,US,MJkGZKo4m7bx,Something I need to be able to live,-0.10,Budgeting a lot,0.30,Saving money when I can and budgeting,0.90
dKk90egV97oe,2025-03-12T03:26:28+00:00,26,Female,Android,US,dKk90egV97oe,It doesn't mean anything to me except that I have to pay my bills; buy food; and get my kid's essentials,-0.60,When I can save a reasonable amount,-0.20,Buy things that are needed and that don't cost too much,-0.50
XQnwRj8y3kP2,2025-03-12T03:27:04+00:00,24,Male,Android,US,XQnwRj8y3kP2,Its a resource to value in terms of taking care of necessities; but it isn't all there is to life.,-0.20,Good spending habits and being aware of bills and payments months in advance to properly budget.,0.70,Waiting for sales and discounts for products I need and to buy in bulk if it is a good deal. Being disciplined,0.40
Xgl59xjp5l8Q,2025-03-12T03:27:46+00:00,25,Female,Android,US,Xgl59xjp5l8Q,Something to invest in,0.50,Putting it in a bank account,-0.20,Spending less,0.20
G0lA6YwNX7Pj,2025-03-12T03:27:59+00:00,25,Male,iOS,US,G0lA6YwNX7Pj,It means freedom,0.20,Apps,0.20,Budgeting,0.00
gK7yo0LWDnae,2025-03-12T03:28:21+00:00,26,Female,iOS,US,gK7yo0LWDnae,Events. Happiness. Entertainment.,0.40,Keeping a log or an app.,-0.20,Controlling spending.,-0.30
Zz7bow5VBkgY,2025-03-12T03:28:27+00:00,25,Male,iOS,US,Zz7bow5VBkgY,A means to survive,0.00,Saving it and spending on what’s necessary,0.60,Buying needs and not wants,-0.50
aOkQbeB0mn4y,2025-03-12T03:28:29+00:00,27,Male,Android,US,aOkQbeB0mn4y,It's just a synonym for currency,-0.50,Knowing well in advance how much I'm going to make and how much I need to spend,0.70,Saving what I don't need to immediately spend,0.60
MqkKEMRzDl91,2025-03-12T03:29:30+00:00,26,Male,iOS,US,MqkKEMRzDl91,The ability to own the things you want and need,0.70,Explanations and comparisons,0.00,Keeping to a firm budget; having an emergency fund,0.10
2OkaGr0JPlam,2025-03-12T03:29:36+00:00,26,Male,iOS,US,2OkaGr0JPlam,A Way not to stress,0.30,Income more income,0.00,Not buying useless things,-0.70
rYkvNLzW6kmx,2025-03-12T03:30:33+00:00,21,Female,iOS,US,rYkvNLzW6kmx,It is a means to live and enjoy life,0.60,Setting spending limits for myself and saving goals as well,0.50,Cutting back on unnecessary purchases and just being more responsible with my money in general,-0.60
WJkgBYMEb7Pd,2025-03-12T03:30:37+00:00,23,Male,Android,US,WJkgBYMEb7Pd,Livelihood,0.10,Not thinking about it,-0.50,Savings,0.80
Xgl59R55Yl8Q,2025-03-12T03:31:10+00:00,25,Female,iOS,US,Xgl59R55Yl8Q,A means to an end,-0.40,Not sure,-0.20,Coupons,0.20
v6n3dmXb5l3Z,2025-03-12T03:31:40+00:00,24,Female,iOS,US,v6n3dmXb5l3Z,survival,0.10,budgeting,0.00,shopping sales and clearance only,0.00
Xgl59XWAAl8Q,2025-03-12T03:31:42+00:00,25,Female,Android,US,Xgl59XWAAl8Q,Money is stability to me.,0.70,Having a savings account and tracking expenses.,0.60,I only buy what I really want.,0.30
JGnJVAwGJnbx,2025-03-12T03:31:43+00:00,24,Male,iOS,US,JGnJVAwGJnbx,Money make the world go around.,-0.10,Nothing. I live in the usa,-0.20,Nothing.,-0.60
2OkaLmDyZ7am,2025-03-12T03:31:52+00:00,24,Female,Android,US,2OkaLmDyZ7am,It means comfort and freedom to spend life as you please,0.70,Setting budgets and making lists for purchases,0.20,Sticking to the budget and avoiding buying other excess things.,0.00
apkDZ99Q8l3E,2025-03-12T03:32:02+00:00,24,Female,iOS,US,apkDZ99Q8l3E,A means of paying for the things I want and need; something necessary for survival in society.,0.10,Consistently keeping track of spending and having good self control.,0.90,Deliberately saving up for things and keeping track of progress (it’s satisfying).,0.80
P2nY96QjAn90,2025-03-12T03:32:14+00:00,25,Female,Android,US,P2nY96QjAn90,Money means absolute freedom and happiness; I want enough money so I can feel free and happy without having to worry constantly about food or shelter,0.80,Having enough money to even manage in the first place,0.10,Skipping meals and staying home when I can to avoid buying gas,-0.10
Ka76N85bN7L1,2025-03-12T03:32:27+00:00,24,Female,iOS,US,Ka76N85bN7L1,To be safe,0.20,Getting more of it,0.70,None I’m a bad spender,-0.10
MJkGZKjGd7bx,2025-03-12T03:32:32+00:00,26,Male,iOS,US,MJkGZKjGd7bx,I don’t manage my money so I feel nothing towards money,-0.60,My dad manages my money so I don’t know,-0.20,I just avoid spending money.,-0.40
MJkGKpwXdkbx,2025-03-12T03:32:48+00:00,27,Female,Android,US,MJkGKpwXdkbx,Money gives opportunity and privileges like vacations; being able to get something you couldn't afford otherwise; etc,0.90,Keeping a budget,0.00,Being frugal and setting automated amounts for saving,0.00
8rndN6vBE7MP,2025-03-12T03:34:19+00:00,25,Male,Android,US,8rndN6vBE7MP,A way to food and pleasantries,0.20,I don't know,-0.20,Put money away,-0.60
apkDZ9Ovrl3E,2025-03-12T03:35:04+00:00,24,Male,Android,US,apkDZ9Ovrl3E,A currency that can make my life better.,0.20,Set a goal and saving it into the bank,0.10,Saving and set goal,0.20
XOlEjvM3Y7gp,2025-03-12T03:35:10+00:00,24,Male,Android,US,XOlEjvM3Y7gp,It means the currency that is necessary to get things that are both important and leisurely.,0.30,Putting it aside in something like a piggy bank.,-0.50,Not spending until extremely necessary.,-0.30
v6n3dmRL5l3Z,2025-03-12T03:35:19+00:00,25,Female,iOS,US,v6n3dmRL5l3Z,Being able to afford to live and have fun,0.90,Keeping track of spending,0.60,Keep track of spending and budget,0.50
eLnB85gGK7o8,2025-03-12T03:36:18+00:00,24,Female,iOS,US,eLnB85gGK7o8,The only way I know how to live. Pay bills.,0.20,Excel sheets. I budget my own money and make my own tracking system.,0.40,Diving a budget between days or weeks depending on income flow,0.00
WJkgoM5jZkPd,2025-03-12T03:36:33+00:00,22,Female,Android,US,WJkgoM5jZkPd,Getting through each day,0.30,Nothing. I'm stressed,-0.60,Not eating out,-0.50
rYkvNdLOEkmx,2025-03-12T03:36:55+00:00,26,Female,iOS,US,rYkvNdLOEkmx,It means freedom,0.20,Having a budget,0.00,Having a budget,0.00
4N7MP3GPBljE,2025-03-12T03:37:00+00:00,25,Male,Android,US,4N7MP3GPBljE,Enjoy,0.90,Save,0.00,Don't spend,-0.80
8rnd4QxAYnMP,2025-03-12T03:37:14+00:00,27,Female,iOS,US,8rnd4QxAYnMP,Nothing,-0.60,Nothing scary,-0.40,Nothing,-0.60
p0lOG29Bdl8N,2025-03-12T03:37:17+00:00,27,Female,iOS,US,p0lOG29Bdl8N,honestly it means nothing,-0.70,nothing about it,-0.50,not touching it,-0.70
p0lOaJY3Yk8N,2025-03-12T03:37:27+00:00,25,Male,iOS,US,p0lOaJY3Yk8N,It means liberty and freedom,0.30,Nerdwallet,0.30,Saving on food with coupons,0.60
qwneWzQqG75r,2025-03-12T03:37:48+00:00,27,Female,iOS,US,qwneWzQqG75r,Everything,0.40,I don’t know because everything cost money now,-0.60,Nothing,-0.60
yxlRvgRq1lRB,2025-03-12T03:37:53+00:00,21,Female,Android,US,yxlRvgRq1lRB,Just something the world has not to play for stuff but it's not that important to me,-0.40,Just save half of it and use the other hand to pay for stuff,-0.30,Not buy stuff I don't need,-0.70
2OkaLm4B87am,2025-03-12T03:38:39+00:00,26,Female,iOS,US,2OkaLm4B87am,It is something I use to make purchases.,0.30,By using my bank app and storing money in savings.,0.20,Only spending on things I need,0.10
eLnB85Jz37o8,2025-03-12T03:38:55+00:00,26,Female,Android,US,eLnB85Jz37o8,Opportunity; safety; wealth,0.40,Knowledge about personal financee,0.50,Shopping mindfully,0.20
P2nY9P85En90,2025-03-12T03:39:09+00:00,26,Male,iOS,US,P2nY9P85En90,it’s the solution and a problem,0.00,savings,0.80,saving,0.60
XQnwRyeMykP2,2025-03-12T03:39:11+00:00,27,Male,iOS,US,XQnwRyeMykP2,It means freedom,0.20,When I can track my incom and outgoing costs,-0.10,Eat out less and buy less things in general,-0.20
1GnjNXev8nDA,2025-03-12T03:39:55+00:00,24,Male,iOS,US,1GnjNXev8nDA,Means to living,0.20,Apps on my phone for budgeting,0.00,Spend less,-0.10
rYkvNvOwxkmx,2025-03-12T03:40:32+00:00,25,Male,iOS,US,rYkvNvOwxkmx,The only way I could do,0.10,The only way I could do that was,-0.40,The only reason I’m going back,-0.40
dKk988pdQ7oe,2025-03-12T03:40:40+00:00,26,Female,iOS,US,dKk988pdQ7oe,It means stability; health; and assurance.,0.20,Understanding how to invest; budget; and save for different types of needs and bills,0.90,Never buying based on emotion or hype but waiting for a while to ensure the rose colored glasses fade; so I can assess the purchase logically,-0.10
MJkGKpPmdkbx,2025-03-12T03:41:22+00:00,24,Male,iOS,US,MJkGKpPmdkbx,Hey,0.20,Hey,0.20,Hey,0.20
41nqvxadvlXq,2025-03-12T03:42:01+00:00,25,Male,iOS,US,41nqvxadvlXq,happiness,0.90,high interest rates,-0.50,minimalism,0.30
1GnjN2DWmnDA,2025-03-12T03:42:32+00:00,23,Female,iOS,US,1GnjN2DWmnDA,An exchange for goods and services,0.00,Banks and apps,0.00,Not spending as much and keeping track of my subscriptions,-0.40
XOlEE4LmJlgp,2025-03-12T03:43:43+00:00,22,Female,Android,US,XOlEE4LmJlgp,Freedom financially,0.30,An app that I can enter all of my purchase in,0.80,Manage it and keep track of everything you spend.,0.60
p0lOaa3bvk8N,2025-03-12T03:44:14+00:00,27,Female,Android,US,p0lOaa3bvk8N,it means being able to have food when i want it.. not being homeless,-0.30,not spending on essentials,-0.70,buy in bulk,0.10
v6n3dvAxLl3Z,2025-03-12T03:46:26+00:00,26,Female,iOS,US,v6n3dvAxLl3Z,A tool I use to get what I want,0.20,Keeping track of expenses,0.50,Pretending I don’t have money in my account,-0.80
qwneWZva375r,2025-03-12T03:46:46+00:00,25,Female,iOS,US,qwneWZva375r,Happiness.,0.90,Saving.,0.50,Saving up.,0.40
gK7yoDJOLnae,2025-03-12T03:46:58+00:00,24,Female,Android,US,gK7yoDJOLnae,A means to an end. Survival.,-0.20,Making notes of spending habits and planning ahead.,0.20,Waiting to splurge only on certain days; planning based on money available,-0.10
p6n1jNA49lD2,2025-03-12T03:48:02+00:00,23,Male,Android,US,p6n1jNA49lD2,A way for me to live,0.50,Using Excel,0.30,Spending less,0.20
P2nY9edNYn90,2025-03-12T03:48:49+00:00,25,Female,iOS,US,P2nY9edNYn90,security,0.30,putting all of my money into savings and giving myself a weekly allowance to spend,0.50,doing side hustles that require minimal time and using things like rewards programs for discounts when going out,0.70
