User ID, Created,Age range,Gender, Device type, Region, Respondent ID,Q(1) What does money mean to you?,Q(1) Sentiment [Question: What does money mean to you?],Q(2) What makes managing your money easier?,Q(2) Sentiment [Question: What makes managing your money easier?],Q(3) What tricks help you make your money last?,Q(3) Sentiment [Question: What tricks help you make your money last?]
gK7y6RR0zkae,2025-03-12T03:50:31+00:00,18,Male,Android,US,gK7y6RR0zkae,Currency that can be extended for services,0.00,Hiring someone to assist with it,-0.30,Put most of it in a safe no spend box,0.60
Bp7PDwWV572x,2025-03-12T03:51:12+00:00,23,Male,iOS,US,Bp7PDwWV572x,Currency,0.10,Staying to a strict budget,-0.10,Budget,0.00
Xgl5oPzxGk8Q,2025-03-12T03:51:34+00:00,18,Female,iOS,US,Xgl5oPzxGk8Q,Being able to support yourself,0.80,Not looking at it,-0.70,Not going out to expensive places,-0.30
qVlpBz2xLkA5,2025-03-12T03:51:44+00:00,18,Male,iOS,US,qVlpBz2xLkA5,Survival,0.10,Excel,0.80,I don’t understand the question however; tricks that help me make my money are just managing it well,-0.40
wNko4MN5rnBL,2025-03-12T03:52:03+00:00,18,Female,iOS,US,wNko4MN5rnBL,Yes,0.60,Yes,0.60,Yes,0.60
rYkvwxp26nmx,2025-03-12T03:53:40+00:00,23,Female,iOS,US,rYkvwxp26nmx,Nothing,-0.60,Apps,0.20,Saving,0.60
Zz7brLJ5z7gY,2025-03-12T03:53:45+00:00,23,Male,iOS,US,Zz7brLJ5z7gY,Cash.,0.10,Peace and tranquility.,0.90,Discipline; help.,0.20
Ka76NNPEM7L1,2025-03-12T03:54:18+00:00,23,Male,Android,US,Ka76NNPEM7L1,A means to escape work,0.00,Quicken,0.50,Never eating out,0.20
41nqvJW3wlXq,2025-03-12T03:54:18+00:00,25,Female,iOS,US,41nqvJW3wlXq,Security,0.30,Nothing,-0.60,Skipping meals,-0.80
2vlzQo6ZwnGp,2025-03-12T03:54:22+00:00,26,Male,iOS,US,2vlzQo6ZwnGp,Money means a way to be safe and live life,0.70,automated tools and insights,0.30,Saving; not eating out; paying yourself first,0.40
p0lOaV43mk8N,2025-03-12T03:54:29+00:00,23,Female,Android,US,p0lOaV43mk8N,Money means freedom,0.40,It's easier when I have good interest rates,0.60,Budgeting and saving,0.60
dKk9844GJ7oe,2025-03-12T03:55:01+00:00,23,Male,iOS,US,dKk9844GJ7oe,The only,0.20,The only,0.20,I’m,0.00
WKn02vzzY7vA,2025-03-12T03:55:46+00:00,26,Female,iOS,US,WKn02vzzY7vA,Spending something.,-0.10,Using a budget app,-0.20,I look for deals,0.10
XOlEjMbaK7gp,2025-03-12T03:56:35+00:00,22,Female,Android,US,XOlEjMbaK7gp,New stuff,0.20,Having a steady income,0.60,Trying to save everywhere,0.00
MqkKdYzaAn91,2025-03-12T03:57:09+00:00,25,Female,Android,US,MqkKdYzaAn91,The ability to live.,0.30,Writing down everything I spend.,-0.20,I only buy something that I'd remember having bought a week later.,0.00
aJnWm6DmB7Db,2025-03-12T03:57:49+00:00,21,Female,iOS,US,aJnWm6DmB7Db,Ggg,0.30,Vko,0.30,Chm,0.40
0xk2WdwvRnAw,2025-03-12T03:58:12+00:00,20,Male,Android,US,0xk2WdwvRnAw,Because I like alot,0.80,Because I like alot,0.80,Because I like alot,0.80
8rndNNBx17MP,2025-03-12T03:58:30+00:00,24,Female,iOS,US,8rndNNBx17MP,More things,0.20,Nothing,-0.60,Not spending it all,-0.50
XQnwY39N37P2,2025-03-12T04:00:23+00:00,25,Female,Android,US,XQnwY39N37P2,Survival; entertainment; stability; happiness,0.60,Budgeting and checking my accounts frequently.,0.10,Budgeting; not going out often; and cooking at home.,0.60
rYkvwErdxnmx,2025-03-12T04:01:06+00:00,24,Female,Android,US,rYkvwErdxnmx,Freedom,0.30,Keeping a budget,0.00,I don't know,-0.20
PYl8NRxmOkW1,2025-03-12T04:03:07+00:00,27,Male,Android,US,PYl8NRxmOkW1,The meansbto live and biy,0.10,Money app,0.20,Saving,0.60
8rnd4EP4gnMP,2025-03-12T04:06:19+00:00,22,Female,Android,US,8rnd4EP4gnMP,It means a lot of things; I can help other people; and give them gifts,0.90,I'm not sure; writing down my expenses has helped a lot,0.60,If I write down what I NEED to pay for,-0.50
PYl83JGxpnW1,2025-03-12T04:07:09+00:00,27,Male,Android,US,PYl83JGxpnW1,Means to see my loves,0.90,Having it to begin with,-0.10,Not spending it,-0.70
apkDdVP36k3E,2025-03-12T04:07:19+00:00,21,Female,iOS,US,apkDdVP36k3E,Vital to living,0.40,Setting a budget,0.00,Looking for coupons and deals. Putting money away in a savings account,-0.30
apkDZgXxXl3E,2025-03-12T04:08:42+00:00,27,Male,Android,US,apkDZgXxXl3E,It means being able to procure what is needed to live; such as food; water; and shelter.,0.50,Having a spending and saving plan for each month helps.,0.90,Avoiding spending on things that are not currently needed or buying cheaper options.,0.20
P2nY9GE80n90,2025-03-12T04:10:32+00:00,25,Male,iOS,US,P2nY9GE80n90,A source of lending power,0.20,Separate bank accounts.,0.00,Double my money when I can.,-0.60
J0nmrzWM6lWr,2025-03-12T04:10:44+00:00,27,Male,Android,US,J0nmrzWM6lWr,I use money to buy food and other resources to survive in this world.,0.10,I want to take a shortcut.,-0.20,To make business quick.,0.20
PLlXYRppQ7pv,2025-03-12T04:11:33+00:00,20,Female,Android,US,PLlXYRppQ7pv,A means to living,0.10,Having enough money,0.20,Extreme couponing and budgeting,-0.20
RE7LZqOa3n0v,2025-03-12T04:11:49+00:00,21,Female,Android,US,RE7LZqOa3n0v,Everything,0.40,Idk,0.30,Savings,0.80
Xgl59wdqBl8Q,2025-03-12T04:12:35+00:00,21,Female,iOS,US,Xgl59wdqBl8Q,something i can use to make myself and others happy,0.80,motivation,0.70,i think about my dogs and it motivates me to save for them,0.90
v6n3xrBbWl3Z,2025-03-12T04:13:35+00:00,25,Male,iOS,US,v6n3xrBbWl3Z,It means a lot in my everyday life,0.70,Just thinking about where my money is going,0.00,Not buying things that I don’t need,-0.60
WJkgB6qXY7Pd,2025-03-12T04:15:20+00:00,23,Male,iOS,US,WJkgB6qXY7Pd,Life,0.60,Having cash,0.20,Nothing,-0.60
dKk98x2d57oe,2025-03-12T04:26:01+00:00,26,Male,iOS,US,dKk98x2d57oe,money ruels the world,-0.10,having a goal or something u want,0.40,act like im broke lol,-0.50
wNko4jP0WnBL,2025-03-12T04:27:23+00:00,19,Male,Android,US,wNko4jP0WnBL,Money is something one needs to survive it's like gold something that needs to be taken care if,-0.50,Saving up,0.40,Spend less on wants and Spend a little more on needs,0.00
aJnWmooX67Db,2025-03-12T04:32:38+00:00,23; 24,Female,iOS,US,aJnWmooX67Db,Idk,0.30,Idk,0.30,Idk,0.30
MqkKELozel91,2025-03-12T04:45:51+00:00,27,Female,iOS,US,MqkKELozel91,Freedom. Independence.,0.30,Using a money tracking app. Auto pay. Making six figure income. Spending below my means.,-0.20,Live below your means. Use drugstore and generic products. No children.,-0.50
Xgl5ojo9Mk8Q,2025-03-12T04:51:53+00:00,27,Female,Android,US,Xgl5ojo9Mk8Q,Money means being able to make ends meet and enjoy my hobbies,0.80,The more money I have the easier it is to manage,0.30,Harsh budgeting when necessary,-0.60
GxkV9PNJr7bN,2025-03-12T04:52:18+00:00,27,Female,Android,US,GxkV9PNJr7bN,security,0.30,having a budget plan,0.00,budget plan,0.00
GxkVwbBW1nbN,2025-03-12T04:52:39+00:00,23,Female,Android,US,GxkVwbBW1nbN,Bullshit,-0.90,Not participating in fiat based currency,-0.80,Spending less,0.20
3gkxgMz4D7Wq,2025-03-12T04:57:04+00:00,19,Male,iOS,US,3gkxgMz4D7Wq,Ability to live comfortably on earth,0.80,Budgets,0.00,Understanding the psychology behind sales,0.00
RE7LZqOpan0v,2025-03-12T05:10:31+00:00,23,Male,iOS,US,RE7LZqOpan0v,Money to me means living comfortable,0.80,An end of month chat chart that splits my spending into categories (rent; groceries; fast food spending; fun; investments; etc),0.50,Separating my wants and needs into separate accounts each paycheck,-0.60
MqkKELgYDl91,2025-03-12T05:21:38+00:00,18,Female,iOS,US,MqkKELgYDl91,Something I use to survive,0.10,Having someone help you and having a effective way to do so,0.70,Set certain things aside ahead of time,0.00
2vlz3beJv7Gp,2025-03-12T05:33:11+00:00,22,Female,iOS,US,2vlz3beJv7Gp,Money means a means of living,0.00,Not spending,-0.70,Not spending,-0.70
J0nmpdR26kWr,2025-03-12T05:43:44+00:00,27,Male,Android,US,J0nmpdR26kWr,A means of exchange,0.00,Budgeting,0.00,Budgeting,0.00
WKn02NA267vA,2025-03-12T05:55:20+00:00,22,Male,iOS,US,WKn02NA267vA,A set currency for a population to buy and sell goods,0.00,Apps to help track where it goes,0.20,Have my money make more money,0.40
Xgl5oWdKok8Q,2025-03-12T05:56:20+00:00,27,Female,iOS,US,Xgl5oWdKok8Q,Money can be used to buy experiences and goods,0.20,Saving your money,0.50,By investing,0.00
P2nY2zwBAl90,2025-03-12T06:09:41+00:00,22,Male,iOS,US,P2nY2zwBAl90,It means paper clip,-0.10,Buying things I need instead of wanting,-0.10,Budgeting,0.00
WKn02rrWR7vA,2025-03-12T06:11:09+00:00,27,Female,Android,US,WKn02rrWR7vA,A means of exchange,0.00,A budgeting tool,0.00,Cheap Sales,-0.20
2vlz3bPqO7Gp,2025-03-12T06:14:49+00:00,20,Male,Android,US,2vlz3bPqO7Gp,A means to an end,-0.40,A bank and mobile apps,0.00,Saving and investing,0.60
P2nY9D3PLn90,2025-03-12T06:20:33+00:00,27,Male,Android,US,P2nY9D3PLn90,It mean progressing in life,0.30,Making notes and structure,0.00,Saved and don't waste,0.50
MqkKdAq59n91,2025-03-12T06:22:21+00:00,23,Female,Android,US,MqkKdAq59n91,Depends on how much I have.,0.00,A direct plan.,0.20,Controlling my impulses.,-0.40
Zz7bryr137gY,2025-03-12T06:24:13+00:00,22,Male,iOS,US,Zz7bryr137gY,A form of currency,0.00,Knowing where it’s going,0.30,Pens on things that make me money,0.10
qVlpB2A4QkA5,2025-03-12T06:24:45+00:00,26,Male,iOS,US,qVlpB2A4QkA5,Everything,0.40,PayPal,0.10,Debit card,0.00
dKk98OQOA7oe,2025-03-12T06:33:49+00:00,21,Female,Android,US,dKk98OQOA7oe,Not much,-0.60,What makes it eaiser is calculating all of my cost,0.00,Buying only what I need,0.70
Xgl59BKeol8Q,2025-03-12T06:43:13+00:00,26,Male,Android,US,Xgl59BKeol8Q,It means living to survive,0.00,Keeping track,0.30,Spend less. save more,0.20
WKn02841R7vA,2025-03-12T06:50:08+00:00,20,Male,iOS,US,WKn02841R7vA,Survival,0.10,Needs>wants,0.30,Don’t spend on anything I don’t really need,-0.60
41nq0Rz3jkXq,2025-03-12T06:51:00+00:00,19,Male,iOS,US,41nq0Rz3jkXq,Money means nearly everything to me considering it is what I use to live and entertain myself. The only thing money cannot do is the value of friendship and relationships,0.00,Creating a budget helps manage my money easier,0.90,Making sure to use the 30 day rule of buying something assists with the problem of thinking about an immediate purchase,0.70
p0lOa6NOvk8N,2025-03-12T06:59:28+00:00,22,Male,iOS,US,p0lOa6NOvk8N,Security,0.30,Having an advisor,0.10,Saying I don’t need things,-0.70
apkDdM5zrk3E,2025-03-12T07:00:44+00:00,23,Male,iOS,US,apkDdM5zrk3E,a lot,0.60,myself,0.00,youtube,0.30
eLnBq8Qdako8,2025-03-12T07:04:48+00:00,19,Male,iOS,US,eLnBq8Qdako8,It is a tool for me to survive and gain enjoyment in my life.,0.80,Apps to set my spending and to hold myself accountable.,0.60,Not always giving in to what I want; but to what I need instead.,-0.20
6KnNVo12JnW2,2025-03-12T07:19:06+00:00,24,Male,iOS,US,6KnNVo12JnW2,It means stability and peace of mind.,0.80,A spreadsheet or app that keeps track of my expenses. I also want to organize my deposits and withdrawals.,0.20,Layaway.,0.00
p0lOG2WNVl8N,2025-03-12T07:27:32+00:00,23,Female,iOS,US,p0lOG2WNVl8N,freedom to do what i want,0.80,having goals,0.20,budgeting,0.00
aJnWx21RKlDb,2025-03-12T07:39:13+00:00,27,Male,Android,US,aJnWx21RKlDb,It means survival,0.00,Myself,0.00,Survival,0.10
0xk2dba8RlAw,2025-03-12T08:06:30+00:00,27,Female,iOS,US,0xk2dba8RlAw,it means freedom,0.20,having someone else do it for u,0.00,be judicious about how you soend,-0.40
MjnZ6w0L4nwP,2025-03-12T08:09:45+00:00,26,Male,Android,US,MjnZ6w0L4nwP,Freedom,0.30,The want to travel,0.40,Plan a trip a year out and work it off,-0.20
41nq0j5rvkXq,2025-03-12T08:21:10+00:00,23,Male,iOS,US,41nq0j5rvkXq,The ability to spend without needing to worry,0.90,Someone else doing it for me,-0.20,Save first; then take care of bills before spending,0.00
Bp7P30mRjl2x,2025-03-12T08:33:23+00:00,21,Male,Android,US,Bp7P30mRjl2x,The independence given to me to reward myself for my hard work and help others.,0.90,Tracking how much I've spent.,0.10,Budgeting,0.00
aOkQbjVWwn4y,2025-03-12T08:53:44+00:00,23,Male,iOS,US,aOkQbjVWwn4y,Money is the essence of life. It is key to agency and happiness and freedom,0.40,Having lots of it. Having apps that can help me see the whole financial picture in one view,0.60,Putting it in investments that appreciate and will force you to realize capital gains and pay taxes if you sell,-0.20
PLlXYeArQ7pv,2025-03-12T08:54:45+00:00,26,Female,Android,US,PLlXYeArQ7pv,A means to survival,0.10,Auto transfer into savings,0.40,None,-0.40
XOlEjjZRA7gp,2025-03-12T08:57:59+00:00,24,Female,Android,US,XOlEjjZRA7gp,I dont want it to control my life; but unfortunately it has to. It corrupts thinga,-0.20,Apps,0.20,Good self control; and patience,0.90
aXk4d3444kJW,2025-03-12T09:05:56+00:00,25,Female,Android,US,aXk4d3444kJW,A lot; without money you can not do nothing,-0.70,Ti be discipline,-0.20,Spend less,-0.10
aJnWxpRaQlDb,2025-03-12T09:12:49+00:00,26,Male,Android,US,aJnWxpRaQlDb,It means more wealth,0.40,Being organized,0.00,Save something first,-0.20
PLlXY2ojy7pv,2025-03-12T10:04:18+00:00,25,Male,iOS,US,PLlXY2ojy7pv,It’s a way to condense time into a resource for trade,0.20,Having a reliable source of income which further enables my already frugal spending,0.80,Considering what I do or don’t need,0.00
Xgl5oj9DGk8Q,2025-03-12T10:16:50+00:00,24,Female,iOS,US,Xgl5oj9DGk8Q,Comfort and lifestyle,0.90,Saving it,0.20,CDs and retirement accounts,0.00
Xgl5ovawok8Q,2025-03-12T10:18:04+00:00,20,Male,iOS,US,Xgl5ovawok8Q,Something necessary to get what I want,0.20,Banking apps and money makers like OnePulse,0.00,Spend less whilst saving up more,0.10
qwneoY6VW75r,2025-03-12T10:20:33+00:00,23,Female,iOS,US,qwneoY6VW75r,Financial freedom and opening new opportunities.,0.50,A budget.,0.00,A high-yield savings account.,0.80
XQnwRNm3XkP2,2025-03-12T10:42:21+00:00,25,Female,iOS,US,XQnwRNm3XkP2,It’s how we survive,0.20,Having online banking apps,0.10,Being realistic with wants and needs,0.50
4N7MPK0D1ljE,2025-03-12T10:52:35+00:00,26,Male,Android,US,4N7MPK0D1ljE,Freedom and ability to have everything I want,0.90,Putting some in my savings,0.00,Not taking money out of my savings,-0.50
p6n1jD2PElD2,2025-03-12T11:00:46+00:00,24,Male,iOS,US,p6n1jD2PElD2,Buying power to meet my daily needs,0.70,Budgeting and prioritizing,-0.10,Only use it for essential things,0.00
4N7MPDYJ1ljE,2025-03-12T11:01:58+00:00,27,Male,Android,US,4N7MPDYJ1ljE,Freedom.,0.30,Having a lot of it.,0.40,Making sacrifices.,-0.20
P2nY20PKDl90,2025-03-12T11:16:07+00:00,19,Female,iOS,US,P2nY20PKDl90,Freedom,0.30,Saving,0.60,Saving,0.60
2OkaLgdpV7am,2025-03-12T11:47:45+00:00,27,Female,iOS,US,2OkaLgdpV7am,A way to afford my way of life,0.60,Trying to budget and save,0.00,Budgeting and saving money instead of saving,0.00
PYl8NXpEykW1,2025-03-12T11:50:02+00:00,27,Male,iOS,US,PYl8NXpEykW1,Great,0.90,Great,0.90,Great,0.90
gK7yoDJrznae,2025-03-12T11:57:16+00:00,23,Female,iOS,US,gK7yoDJrznae,Fun,0.90,Apps,0.20,Saving,0.60
qVlpBA5JokA5,2025-03-12T12:00:57+00:00,19,Male,Android,US,qVlpBA5JokA5,Money has always been incredibly important to me as it determines how my life goes.,0.20,Using a spreadsheet makes managing money easier for me.,0.80,Investing in a broad market ETF makes my money last.,0.20
MqkKEL01vl91,2025-03-12T12:08:29+00:00,27,Female,Android,US,MqkKEL01vl91,A way of being able to be independent.,0.10,Keeping track of where it is all going and what bills may be coming up.,0.00,Using a calculator in the store to make sure im.not going over budget.,-0.30
P2nY22yQPl90,2025-03-12T12:09:39+00:00,22,Female,iOS,US,P2nY22yQPl90,Being able to get what I want or need,0.80,Not wanting,-0.80,Idk,0.30
Xgl59BGeMl8Q,2025-03-12T12:17:35+00:00,25,Female,Android,US,Xgl59BGeMl8Q,It means being able to make ends meet and still enjoy life,0.90,Know the bills I need to pay and budgeting,-0.20,Using coupons and rebate apps,0.00
dKk90YXM57oe,2025-03-12T12:33:30+00:00,25,Female,Android,US,dKk90YXM57oe,It's a gateway to comfort,0.60,Keeping track of expenses,0.50,Not shopping online,-0.70
WKn0229y47vA,2025-03-12T12:42:42+00:00,24,Male,Android,US,WKn0229y47vA,Luxury,0.90,Spending less,0.20,Not going shopping,-0.80
Zz7brXg8O7gY,2025-03-12T12:51:11+00:00,24,Female,Android,US,Zz7brXg8O7gY,Money means freedom to make my own choices,0.50,Keeping a clear budget makes managing my money easier,0.90,Not impulse spending and cooking at home and having coffee at home,-0.20
eLnBqqj5xko8,2025-03-12T12:52:56+00:00,20,Female,iOS,US,eLnBqqj5xko8,Its ability; peace; safety,0.70,Spreedsheets and online tracking,0.00,My spreedsheets irk allows me to see how much I spend on each category,0.80
eLnBqMyLako8,2025-03-12T12:57:50+00:00,24,Male,Android,US,eLnBqMyLako8,Security,0.30,Not being wasteful,0.30,Not spending more then i make,-0.30
dKk90EXxb7oe,2025-03-12T13:01:11+00:00,24,Male,Android,US,dKk90EXxb7oe,It means alot. I can get the things I want,0.40,Getting a job,0.00,Prioritize on what to spend,0.00
PLlX2QNGAkpv,2025-03-12T13:03:51+00:00,25,Male,Android,US,PLlX2QNGAkpv,It is a means to do nothing or be absoluttely worried about,-0.30,Budgeting,0.00,Just dont spend.,-0.70
aXk4dw9XakJW,2025-03-12T13:09:13+00:00,22,Female,Android,US,aXk4dw9XakJW,None,-0.40,None,-0.40,None,-0.40
8rnd4OG6gnMP,2025-03-12T13:17:48+00:00,24,Female,Android,US,8rnd4OG6gnMP,Life,0.60,Not spending,-0.70,Not eating,-0.80
P2nY9qmLyn90,2025-03-12T13:24:29+00:00,20,Male,Android,US,P2nY9qmLyn90,Opportunity,0.20,Putting the effort it took to get it into perspective,0.00,Mandatory part going into savings,0.10
4N7MJaBRgkjE,2025-03-12T13:40:59+00:00,24,Female,iOS,US,4N7MJaBRgkjE,Freedom,0.30,Apps,0.20,Budgeting,0.00
XQnwY9BW37P2,2025-03-12T13:59:14+00:00,27,Male,Android,US,XQnwY9BW37P2,Currency something I can use to buy something,0.20,Having a financial advisor,0.10,don't impulse buy,-0.80
qVlpBDmPQkA5,2025-03-12T14:07:57+00:00,23,Male,Android,US,qVlpBDmPQkA5,It is a way to buy things you want,0.70,Accounts and people that help you,0.30,Savings accounts,0.20
Zz7bo6Nj3kgY,2025-03-12T14:09:36+00:00,25,Male,Android,US,Zz7bo6Nj3kgY,A means to live,0.20,Having money,0.50,Using coupons; cash back; and using the best card,0.70
6KnNyapQJkW2,2025-03-12T14:19:10+00:00,25,Female,iOS,US,6KnNyapQJkW2,money is not real but also very real.,0.30,setting it categorized,0.00,not going out,-0.70
XQnwYQpeM7P2,2025-03-12T14:20:43+00:00,25,Female,iOS,US,XQnwYQpeM7P2,Ok,0.70,Ni,-0.10,Not buying anything,-0.80
1GnjBwzo8nDA,2025-03-12T14:34:40+00:00,22,Male,Android,US,1GnjBwzo8nDA,Financial stability.,0.50,Saving & reducing costs.,0.80,Budgeting & planning.,0.00
Ka76NGGZM7L1,2025-03-12T14:34:45+00:00,24,Male,iOS,US,Ka76NGGZM7L1,Great,0.90,Easy,0.70,Leas,0.30
eLnBqaMa6ko8,2025-03-12T14:38:25+00:00,27,Female,iOS,US,eLnBqaMa6ko8,A means to live and get by day to day,0.30,Making a thorough budget,0.60,Not going to the store often,-0.50
Ka76NQz257L1,2025-03-12T14:39:21+00:00,27,Male,iOS,US,Ka76NQz257L1,Money means freedom from time and stress,0.60,Having help,0.30,Cut expenses; invest; increase income,0.10
aOkQRxBxzn4y,2025-03-12T14:50:25+00:00,18,Male,iOS,US,aOkQRxBxzn4y,It sucks,-0.90,Family,0.50,Don’t buy name brands,-0.70
PLlX2QMRWkpv,2025-03-12T14:52:42+00:00,25,Female,iOS,US,PLlX2QMRWkpv,Being able to purchase necessities,0.70,Apps that help me budget,0.80,Only spending money on things I need,0.10
yxlRvzaBLlRB,2025-03-12T14:52:43+00:00,26,Female,iOS,US,yxlRvzaBLlRB,life dependency,0.10,Having money to manage,0.10,Hiding it from myself,-0.10
aOkQbBrmgn4y,2025-03-12T14:53:01+00:00,22,Female,iOS,US,aOkQbBrmgn4y,Money meaning a way to survive,-0.20,By saving it up for emergency use,0.30,Spending less,0.20
Zz7broGPB7gY,2025-03-12T15:03:56+00:00,25,Female,iOS,US,Zz7broGPB7gY,It’s a tool to do things,0.00,Technology,0.10,Awareness,0.20
qVlpBDMDGkA5,2025-03-12T15:06:02+00:00,27,Female,Android,US,qVlpBDMDGkA5,Necessary for anything required to survive.,0.50,If I had more money to work with.,-0.40,I'm still learning; don't have the best money tricks ideas.,-0.40
v6n3xdv0Wl3Z,2025-03-12T15:07:07+00:00,27,Male,iOS,US,v6n3xdv0Wl3Z,Comfort,0.90,Tracking it,-0.10,Use coupons,0.00
aOkQRx3jOn4y,2025-03-12T15:08:00+00:00,25,Male,iOS,US,aOkQRx3jOn4y,A means for living and enjoyment,0.80,Having accountability,0.30,Pretend you don’t have any,-0.60
PLlX234X6kpv,2025-03-12T15:09:26+00:00,27,Female,Android,US,PLlX234X6kpv,Living,0.30,Apps on my phone,0.00,Wants vs need mindset,-0.30
Zz7bo5Ze1kgY,2025-03-12T15:15:06+00:00,23,Male,iOS,US,Zz7bo5Ze1kgY,Stability,0.30,Knowing how much I spend on bills,0.40,I don’t have none,-0.10
rYkvwB40Knmx,2025-03-12T15:21:50+00:00,22,Male,iOS,US,rYkvwB40Knmx,A means to freedom,0.30,Saving,0.60,setting some aside every week,0.00
G0lA6ayEr7Pj,2025-03-12T15:24:45+00:00,22,Male,Android,US,G0lA6ayEr7Pj,It's something to make life more comfortable,0.70,Apps and services,0.00,Keeping track of what I spend,0.70
6KnNVDMwPnW2,2025-03-12T15:24:47+00:00,27,Male,Android,US,6KnNVDMwPnW2,Security and comfort,0.70,Dashboards showing inflows and outflows; aggregated view on performance of all investments,0.00,Buying cheaper gas; eating in more,0.30
G0lA6A1or7Pj,2025-03-12T15:25:02+00:00,23,Male,iOS,US,G0lA6A1or7Pj,It allows me to do what I want to do,0.90,Keeping close tabs,-0.10,Taking out cash,-0.60
apkDdzMADk3E,2025-03-12T15:25:32+00:00,27,Male,Android,US,apkDdzMADk3E,its necessary to live,0.10,having an income,0.10,not spending it,-0.70
8rndN6XA17MP,2025-03-12T15:32:10+00:00,23,Female,iOS,US,8rndN6XA17MP,Money means financial security and stability,0.40,Budgeting apps,0.00,Put it away in nest eggs,0.00
aJnWx5JWJlDb,2025-03-12T15:35:55+00:00,25,Female,iOS,US,aJnWx5JWJlDb,Money means survival to me.,0.10,Planning a budget,0.00,Not buying items impulsively. I wait a few weeks to see if i really want something.,-0.60
XQnwRy42ykP2,2025-03-12T15:37:18+00:00,21,Female,iOS,US,XQnwRy42ykP2,Money means almost everything to me. It makes the world go round.,0.40,A budgeting book where I can write out a plan,0.30,Eating at home instead of eating out,0.30
gK7yo01Opnae,2025-03-12T15:37:45+00:00,25,Female,iOS,US,gK7yo01Opnae,A means to survive. A reason for stress; depression; and anxiety,-0.20,Having enough of it,0.40,Staying home,0.00
P2nY2gapzl90,2025-03-12T15:38:49+00:00,18,Male,iOS,US,P2nY2gapzl90,having things i want or need,0.80,my banking app,0.40,not spending it,-0.70
Xgl59Rxovl8Q,2025-03-12T15:39:41+00:00,27,Female,iOS,US,Xgl59Rxovl8Q,Nothing,-0.60,Nothing,-0.60,Nothing,-0.60
p6n1jvJb1lD2,2025-03-12T15:40:32+00:00,23,Female,iOS,US,p6n1jvJb1lD2,Something that is needed in this world,0.60,Spending a little and saving more,0.30,Only spend money on things that you know you’re going to use and don’t waste money on useless stuff,-0.50
XQnwY0ZEp7P2,2025-03-12T15:52:13+00:00,26,Male,Android,US,XQnwY0ZEp7P2,It allows me to continue living,0.80,Talking to knowledgeable people,0.80,Buying less expensive variants,0.20
8rndNZLmg7MP,2025-03-12T15:58:51+00:00,26,Male,Android,US,8rndNZLmg7MP,It's a necessary evil; you need it even if it's the source of so much going wrong today.,-0.70,Ruthless budgeting,-0.50,Buy cheap and buy big sizes,0.30
gK7y6Q1Yqkae,2025-03-12T16:06:22+00:00,22,Male,Android,US,gK7y6Q1Yqkae,Money means peace of mind and security.,0.80,An excess of money. Or a program with clear visualization of my income and spending habits,-0.20,Whenever I am contemplating spending money I put it in terms of time spend to make that amount of money. It helps me not spend as muchm,0.60
JGnJ1ovPjkbx,2025-03-12T16:14:19+00:00,23,Male,Android,US,JGnJ1ovPjkbx,Money is a tool to serve a need,0.00,A budget,0.00,Following the budget,0.00
aXk4dbBy8kJW,2025-03-12T16:14:42+00:00,21,Male,iOS,US,aXk4dbBy8kJW,Money is like a means to do angthing,-0.30,Get a person,-0.30,Where are people foing,-0.20
wNko4MYwxnBL,2025-03-12T16:19:36+00:00,26,Female,Android,US,wNko4MYwxnBL,money means secruity wealth and happiness,0.70,having a budget and choosing what to buy or eat makes it alot easier,0.90,some tricks is choosing to look for the only best of deals and buy things you need not want.,-0.60
eLnB85KNa7o8,2025-03-12T16:31:32+00:00,24,Male,iOS,US,eLnB85KNa7o8,It is what we need to survi,0.40,Spreadsheets,0.30,Spreadsheets; apps that track subscriptions; eating a lot at home,0.50
eLnBqDLdako8,2025-03-12T16:38:31+00:00,24,Female,iOS,US,eLnBqDLdako8,It means security and being able to eat well.,0.80,I have a couple apps on my phone that make managing my money easier.,0.50,I normally give up extras and cut corners to make my money last longer.,-0.20
Xgl59B0jMl8Q,2025-03-12T16:38:34+00:00,23,Female,Android,US,Xgl59B0jMl8Q,A tool to barter with,0.10,Having multiple streams of income flowing into ones life,0.40,Investing,0.10
gK7y6P383kae,2025-03-12T16:40:15+00:00,24,Male,Android,US,gK7y6P383kae,Yes,0.60,Yes,0.60,Yes,0.60
3gkxgjN427Wq,2025-03-12T16:43:17+00:00,24,Female,iOS,US,3gkxgjN427Wq,A path to Finical freedom and joy,0.30,Savings,0.80,Saving,0.60
WKn02vz827vA,2025-03-12T16:50:18+00:00,20,Female,iOS,US,WKn02vz827vA,A way to stay alive,0.60,Having it in the first place,0.20,Not spending it,-0.70
